question_id,company_role_id,category,difficulty,question,answer,explanation,tags,frequency
300,1,Java,Medium,Java: 'CyclicBarrier vs CountDownLatch' - Compare CyclicBarrier and CountDownLatch in Java.,CountDownLatch: One-time gate; threads wait until count hits zero. CyclicBarrier: Reusable barrier; threads block until all arrive.,"CountDownLatch count cannot be reset. CyclicBarrier can be reset and reused, and allows executing a barrier action.","['Java', 'Concurrency']",Common
301,1,Java,Medium,Java: 'CopyOnWriteArrayList' - When do you use CopyOnWriteArrayList?,Use for collections with frequent reads and very rare writes. Creates a fresh copy of the array on every write.,"Mutating operations are expensive, but reads are completely lock-free, avoiding ConcurrentModificationException.","['Java', 'Collections']",Common
302,1,Java,Hard,Java: 'Object Headers memory' - What is the memory overhead of Object Headers in JVM?,"A Java object header contains a Mark Word (64-bit) for locking/GC, and a Klass Word (64-bit) pointing to metadata.","In 64-bit architectures, this adds a baseline 12 to 16 bytes memory overhead to every object instance.","['Java', 'JVM']",Common
303,1,Java,Medium,Java: 'CompletableFuture async' - What is the difference between runAsync and supplyAsync in CompletableFuture?,"runAsync: Accepts a Runnable, returns CompletableFuture<Void>. supplyAsync: Accepts a Supplier, returns CompletableFuture<T>.",Use supplyAsync when you need to return values from async executions. Both execute in ForkJoinPool by default.,"['Java', 'Concurrency']",Common
304,1,Java,Hard,Java: 'Phaser vs CyclicBarrier' - Compare Phaser and CyclicBarrier.,Phaser: Flexible synchronization barrier supporting dynamic participant counts. CyclicBarrier: Fixed participant limit.,"Phaser supports multiple phases, and threads can register or deregister dynamically during runtime.","['Java', 'Concurrency']",Common
305,1,Java,Easy,Java: 'Covariant Returns' - What are Covariant Return Types in Java?,Allows a subclass overriding method to return a more specific subclass type than the type declared in parent method.,"Eliminates redundant type casts, letting developers work with concrete subclass instances cleanly.",['Java'],Common
306,1,Java,Medium,Java: 'ClassNotFound vs NoClassDef' - Compare ClassNotFoundException and NoClassDefFoundError.,ClassNotFoundException: Checked exception; triggered when Class.forName() fails to load file. NoClassDef: Runtime error; class was present at compile but missing at run.,"NoClassDefFoundError usually indicates configuration issues, classpath changes, or library compilation mismatch.","['Java', 'JVM']",Common
307,1,Java,Easy,Java: 'Strictfp' - What is the strictfp keyword?,Ensures floating-point calculations yield identical binary outputs across all platforms and CPU hardware.,"Restricts float/double math to match IEEE 754 standards strictly, avoiding rounding differences on platform architectures.",['Java'],Common
308,1,Java,Medium,Java: 'Thread Interruption' - How does Java's thread interruption mechanism work?,Calling interrupt() sets a boolean flag in target thread. Thread must poll this flag or handle InterruptedException.,"Blocking methods (sleep, wait) throw InterruptedException and clear the flag when interrupted.","['Java', 'Concurrency']",Common
309,1,Java,Hard,Java: 'Custom Class Loader' - Why would you implement a custom ClassLoader?,"To load classes from custom locations (database, network URL), decrypt class files on the fly, or support hot redeployment.","Overrides findClass() to read bytecode bytes, and calls defineClass() to register it in JVM.","['Java', 'JVM']",Common
310,1,Java,Hard,Java: 'Native Memory Tracking' - What is Native Memory Tracking (NMT) in JVM?,"A diagnostic tool to monitor JVM's internal memory allocations (metaspace, thread stacks, GC structures).",Enabled via JVM flag -XX:NativeMemoryTracking=summary. Traced using jcmd command line tools.,"['Java', 'JVM']",Common
311,1,Spring Boot,Medium,Spring Boot: 'Dependency Injection' - Explain Dependency Injection (DI) and Inversion of Control (IoC).,IoC: Delegating object instantiation and lifecycle management to the container. DI: Supplying dependencies to classes at runtime.,"Reduces coupling, simplifies unit testing (mocking dependencies), and automates configuration sweeps.","['Spring Boot', 'Core']",Very Common
312,1,Spring Boot,Medium,Spring Boot: 'Bean Scopes' - What are the Bean Scopes in Spring Framework?,"Singleton (default), Prototype, Request, Session, Application, and WebSocket.",Singleton creates one instance per container. Prototype creates a new instance every time it is requested.,"['Spring Boot', 'Core']",Very Common
313,1,Spring Boot,Medium,Spring Boot: 'Spring MVC Request Flow' - Describe the request lifecycle in Spring MVC.,"DispatcherServlet intercepts request, queries HandlerMapping, routes to Controller, returns ModelAndView, resolved by ViewResolver.","In REST APIs, HandlerAdapter executes controller directly, writing JSON bytes to response body via HttpMessageConverter.","['Spring Boot', 'MVC']",Very Common
314,1,Spring Boot,Medium,Spring Boot: 'Spring Boot AutoConfiguration' - Explain Spring Boot Auto-Configuration mechanism.,Scans classpath for starter libraries. Automatically configures beans matching configuration files and environment profiles.,Uses @EnableAutoConfiguration and reads META-INF/spring.factories to load conditional configuration classes.,"['Spring Boot', 'Core']",Very Common
315,1,Spring Boot,Easy,Spring Boot: 'SpringBootApplication Annotations' - What does @SpringBootApplication consist of?,"Consists of @Configuration (configuration class), @EnableAutoConfiguration (loads auto-configs), and @ComponentScan (scans packages).",Acts as the standard entrypoint annotation for Spring Boot configurations and classpath sweeps.,"['Spring Boot', 'Core']",Very Common
316,1,Spring Boot,Hard,Spring Boot: 'Spring Security Architecture' - Explain Spring Security filter chain architecture.,"Uses DelegatingFilterProxy to intercept web requests and route them through a chain of Security Filters (UsernamePassword, Basic, Bearer).",AuthenticationManager verifies credentials. SecurityContextHolder stores authenticated user details in ThreadLocal.,"['Spring Boot', 'Security']",Very Common
317,1,Spring Boot,Medium,Spring Boot: 'JWT Integration' - How do you integrate JWT authentication in Spring Boot?,"Create a custom JWT Filter extending OncePerRequestFilter, parse Bearer token from header, validate signature, and set user context.","Saves state on client. Keeps APIs stateless, avoiding session storage lookups in microservice networks.","['Spring Boot', 'Security']",Very Common
318,1,Spring Boot,Hard,Spring Boot: 'Transactional Annotation' - Explain @Transactional propagation and isolation levels.,"Propagation defines how transactions handle boundaries (e.g. REQUIRED, REQUIRES_NEW). Isolation defines visibility limits (e.g. READ_COMMITTED).","REQUIRED uses active transaction or starts one. REQUIRES_NEW suspends active transaction, executing a new transaction block.","['Spring Boot', 'Data']",Very Common
319,1,Spring Boot,Hard,Spring Boot: 'Spring Data JPA Cache' - Explain Level 1 and Level 2 Caching in Hibernate.,"L1 Cache: Session-level, transaction-scoped (always on). L2 Cache: SessionFactory-level, process-scoped (requires config).",L1 caches entities queried in same transaction. L2 caching caches entities across transactions to optimize DB reads.,"['Spring Boot', 'Data']",Common
320,1,Spring Boot,Medium,"Spring Boot: 'Microservice Communications' - Compare FeignClient, WebClient, and gRPC in Spring Boot.","FeignClient: Declarative REST client. WebClient: Non-blocking, reactive REST client. gRPC: High-performance HTTP/2 binary client.",Use Feign for simple REST APIs. Use WebClient for reactive pipelines. Use gRPC for low-latency microservice communications.,"['Spring Boot', 'Microservices']",Common
321,1,Spring Boot,Easy,Spring Boot: 'Spring Boot Actuator' - What is Spring Boot Actuator?,"Provides production-ready features (endpoints) to monitor health, database connection pools, logs, and thread metrics.","Includes endpoints like /actuator/health, /actuator/metrics, and /actuator/threaddump.","['Spring Boot', 'Performance']",Common
322,1,Spring Boot,Easy,"Spring Boot: 'Spring Profiles' - How do you manage Spring Profiles across Dev, Test, and Prod?","Use application-{profile}.properties/yml files, and activate them using spring.profiles.active property.","Injects environment-specific configurations (URLs, credentials) dynamically during startup bootstrap sweeps.","['Spring Boot', 'Core']",Common
323,1,Spring Boot,Easy,"Spring Boot: 'DI Styles Comparison' - Compare Constructor, Setter, and Field Injection.","Constructor: Recommended, allows immutability (final fields) and compile checks. Field: Simplest (@Autowired) but hard to unit test.",Setter injection is optimal for optional dependencies. Constructor injection prevents circular dependency issues at compile-time.,"['Spring Boot', 'Core']",Common
324,1,Spring Boot,Medium,Spring Boot: 'Spring AOP' - What is Aspect-Oriented Programming (AOP) in Spring?,"A paradigm that allows modularizing cross-cutting concerns (logging, security, transactions) using Aspects, Joins, and Advices.",Uses dynamic proxies (JDK dynamic proxy or CGLIB) to intercept method executions and inject advice code.,"['Spring Boot', 'Core']",Common
325,1,Spring Boot,Medium,Spring Boot: 'DispatcherServlet' - What is the role of DispatcherServlet?,"Acts as the Front Controller, intercepting all incoming HTTP requests and coordinating request dispatching across MVC controllers.","Centralizes common configurations like locale resolution, exception handling, and handler mappings.","['Spring Boot', 'MVC']",Common
326,1,Spring Boot,Easy,Spring Boot: 'Component vs Bean' - What is the difference between @Component and @Bean?,"@Component: Class-level annotation, auto-scanned by container. @Bean: Method-level annotation, defined manually in configurations.",Use @Component for application classes. Use @Bean for configuring third-party libraries (e.g. RedisTemplate).,"['Spring Boot', 'Core']",Common
327,1,Spring Boot,Easy,Spring Boot: 'Spring Boot Starters' - What are Spring Boot Starter dependencies?,Curated dependency descriptors that bundle commonly used library configurations under a single name (e.g. spring-boot-starter-web).,"Avoids manual dependency version management, automatically resolving compatible versions.","['Spring Boot', 'Core']",Common
328,1,Spring Boot,Easy,Spring Boot: 'Exception Handling' - How do you handle exceptions globally in Spring Boot?,Annotate a configuration class with @ControllerAdvice and write methods annotated with @ExceptionHandler.,"Intercepts specified exceptions thrown by controllers, returning structured error payloads with appropriate HTTP status codes.","['Spring Boot', 'MVC']",Common
329,1,Spring Boot,Medium,Spring Boot: 'Properties Load Order' - What is the loading precedence of properties in Spring Boot?,"Command-line arguments override Environment variables, which override application.properties, which override bootstrap.properties.",Allows external orchestrators (Docker/K8s configMaps) to override application properties dynamically on start.,"['Spring Boot', 'Core']",Common
330,1,Spring Boot,Medium,"Spring Boot: 'Embedded Servers' - Compare Tomcat, Jetty, and Undertow in Spring Boot.","Tomcat: Default servlet container, mature and reliable. Jetty: Lightweight. Undertow: High-performance, non-blocking architecture.",Jetty is optimal for micro-containers. Undertow is optimal for high-throughput async processing.,"['Spring Boot', 'Performance']",Common
331,1,Spring Boot,Easy,Spring Boot: 'JPA Query Methods' - Compare JPA Query Methods and Native Queries.,Query methods: Parsed from method name (findByTitle). Native: Regular SQL query written with nativeQuery=true.,"JPA Query methods generate HQL/JPQL. Native queries are db-vendor specific, skipping Hibernate abstractions.","['Spring Boot', 'Data']",Common
332,1,Spring Boot,Hard,Spring Boot: 'Hibernate N plus 1' - How do you resolve the Hibernate N+1 query problem?,Occurs when fetching parent entities triggers N additional queries for child collections. Resolved using Join Fetch queries.,Specify JOIN FETCH in JPQL or use EntityGraphs to fetch parent and child entities in a single SQL JOIN.,"['Spring Boot', 'Data']",Very Common
333,1,Spring Boot,Medium,"Spring Boot: 'Entity States' - Explain Transient, Persistent, Detached, and Removed entity states.","Transient: New instance, not in DB. Persistent: Tracked by session, synced on commit. Detached: Session closed, entity untracked. Removed: Marked for deletion.",Persistent modifications sync automatically. Detached objects require merge() to sync updates back to session.,"['Spring Boot', 'Data']",Common
334,1,Spring Boot,Medium,Spring Boot: 'Method Level Security' - What is @PreAuthorize and how does it work?,Enables method-level authorization checks. Evaluates SpEL (Spring Expression Language) expressions before executing methods.,"Requires @EnableGlobalMethodSecurity annotation. Dynamic proxies intercept calls, checking user roles/permissions.","['Spring Boot', 'Security']",Common
335,1,Spring Boot,Easy,Spring Boot: 'CORS Configuration' - How do you configure CORS in Spring Boot?,"Annotate controllers with @CrossOrigin, or write a WebMvcConfigurer bean to override addCorsMappings.","CORS filters intercept pre-flight OPTIONS requests, returning matching Access-Control-Allow-Origin headers.","['Spring Boot', 'Security']",Common
336,1,Spring Boot,Medium,Spring Boot: 'Integration Tests' - Compare @SpringBootTest and @WebMvcTest.,"@SpringBootTest: Loads full application context. @WebMvcTest: Instantiates only MVC layer components, mocking database layers.",@WebMvcTest is faster for controller validation. @SpringBootTest is thorough for full database/service integrations.,"['Spring Boot', 'Testing']",Common
337,1,Spring Boot,Medium,Spring Boot: 'Prometheus Integration' - How do you export Spring Boot Actuator metrics to Prometheus?,Include micrometer-registry-prometheus dependency. Actuator exposes metrics under /actuator/prometheus endpoint.,"Prometheus server scrapes this endpoint periodically, storing time-series counters and gauge statistics.","['Spring Boot', 'Performance']",Common
338,1,Spring Boot,Hard,Spring Boot: 'Distributed Tracing' - What is Distributed Tracing and Sleuth/Micrometer in Spring Boot?,Distributed tracing tracks request lifecycles across microservice networks. Sleuth/Micrometer generates Trace IDs and Span IDs.,IDs append to HTTP headers (ZIPKIN format). Ingests tracing logs into dashboard collectors like Zipkin or Jaeger.,"['Spring Boot', 'Performance']",Common
339,1,Spring Boot,Hard,Spring Boot: 'Spring Batch' - Explain the architecture of Spring Batch.,"A framework for processing large volumes of records containing: JobLauncher, Job, Step (ItemReader, ItemProcessor, ItemWriter).","Maintains job execution state in metadata tables, allowing restarts from failed checkpoints.","['Spring Boot', 'Batch Processing']",Common
340,1,Spring Boot,Hard,Spring Boot: 'Spring Cloud Config' - What is Spring Cloud Config Server?,"A centralized configuration service that hosts environment properties in a Git repository, serving them to microservices.",Allows updating configurations of running microservices dynamically without requiring application restarts.,"['Spring Boot', 'Microservices']",Common
341,1,Spring Boot,Hard,Spring Boot: 'Spring Cloud Gateway' - Explain Spring Cloud API Gateway routing.,"Routes requests to microservices using Predicates (match path, headers) and Filters (modify request/response headers).","Built on Spring WebFlux (reactive netty), providing high throughput for routing and load-balancing services.","['Spring Boot', 'Microservices']",Common
342,1,Spring Boot,Hard,Spring Boot: 'Circuit Breaker Resilience4j' - How does Circuit Breaker pattern work in microservices using Resilience4j?,"Monitors error rates of downstream API calls. Triages states: CLOSED (calls pass), OPEN (fail fast), HALF-OPEN (testing calls).",Trips to OPEN if error rate exceeds threshold. Protects downstream services from cascading network failure.,"['Spring Boot', 'Microservices']",Very Common
343,1,Spring Boot,Medium,Spring Boot: 'Eureka Service Discovery' - Explain Eureka Service Discovery in microservices.,Services register their IP/Port with Eureka server on startup. Clients fetch registry to locate microservice nodes.,"Eliminates hardcoded hostnames, resolving routing dynamically when auto-scaling service clusters.","['Spring Boot', 'Microservices']",Common
344,1,Spring Boot,Medium,Spring Boot: 'Spring Events' - How do you implement event handling inside Spring application context?,Publish events using ApplicationEventPublisher. Listen to events using methods annotated with @EventListener.,"Decouples application modules. By default, event execution is synchronous inside the publishing thread.","['Spring Boot', 'Core']",Common
345,1,Spring Boot,Hard,Spring Boot: 'Spring Custom Starters' - How do you build a custom Spring Boot Starter?,"Create auto-configuration class, define condition annotations (@ConditionalOnClass), and register class in META-INF/spring.factories.","Allows packaging shared enterprise components (common logging, security filters) for drop-in classpath imports.","['Spring Boot', 'Core']",Common
346,1,Spring Boot,Hard,Spring Boot: 'Spring WebFlux' - What is Spring WebFlux and when should you use it?,"A reactive, non-blocking web framework built on Project Reactor. Runs on Netty. Uses Flux and Mono types.",Optimal for high-concurrency streaming services or I/O-intensive apps. Ineffective if database queries are blocking.,"['Spring Boot', 'Reactive']",Common
347,1,Spring Boot,Medium,Spring Boot: 'Spring Data Redis' - How do you configure Redis cache in Spring Boot?,"Configure RedisConnectionFactory, define RedisCacheManager, and annotate service methods with @Cacheable.",Stores method return values in Redis under specified keys. Subsequent calls return cached data directly.,"['Spring Boot', 'Caching']",Common
348,1,Spring Boot,Medium,Spring Boot: 'Spring Async' - How does the @Async annotation work in Spring?,Executes annotated methods in a separate thread pool. Returns void or Future/CompletableFuture wrappers.,Uses proxies to intercept calls and submit tasks to an TaskExecutor thread pool container.,"['Spring Boot', 'Concurrency']",Common
349,1,Spring Boot,Easy,Spring Boot: 'Spring Boot Validation' - How do you enforce input parameter validation in controllers?,"Annotate model parameters with @Valid, and use validation constraints (@NotNull, @Size, @Email) on DTO fields.","Throws MethodArgumentNotValidException if validation checks fail, which global handlers intercept to format response logs.","['Spring Boot', 'MVC']",Common
350,1,Spring Boot,Easy,Spring Boot: 'Spring Database Init' - How does Spring Boot initialize database schemas?,"Uses schema.sql and data.sql scripts located in resources, or database migration engines like Flyway.",Autodetects DB dialects and runs SQL commands sequentially during initial application startup.,"['Spring Boot', 'Data']",Common
351,1,Behavioral,Easy,Behavioral: 'Technical Conflict' - Describe a time you had a technical disagreement with a peer.,Discussed technical approaches using data-driven benchmarks. Reached compromise after documenting design pros and cons.,Avoided emotional bias. Presented alternative architectural solutions to a team review to reach consensus.,"['Behavioral', 'STAR']",Very Common
352,1,Behavioral,Easy,Behavioral: 'Challenging Project' - Tell me about a challenging project you designed.,"Explain project scope, scale challenges, architectural tradeoffs, and performance tuning solutions (STAR framework).","Highlighted personal contributions, system metrics improvements (e.g. latency cut by 40%), and lessons learned.","['Behavioral', 'STAR']",Very Common
353,1,Behavioral,Easy,Behavioral: 'Handling Failure' - Tell me about a time you failed and what you learned.,"Outline a project delivery slip or code oversight. Focus on ownership, root cause analysis, and preventive measures implemented.",Demonstrates accountability. Shows how failure prompted implementing test coverage safeguards to prevent repeat incidents.,"['Behavioral', 'STAR']",Very Common
354,1,Behavioral,Easy,Behavioral: 'Tight Deadlines' - How do you manage tight deadlines and shifting priorities?,"Identify critical path tasks, communicate risks to product owners, and scope down non-essential features.","Remained calm, focused on high-priority deliverables, and organized daily syncs to align engineering efforts.","['Behavioral', 'STAR']",Very Common
355,1,Behavioral,Easy,Behavioral: 'Customer Obsession' - Tell me about a time you went above and beyond for a customer.,"Identified a customer friction point (e.g. page checkout delay), investigated metrics, and fixed the bug outside normal sprint goals.",Shows customer empathy. Quantified customer metrics improvements (e.g. conversion rates increased by 5%).,"['Behavioral', 'STAR']",Very Common
356,1,Behavioral,Easy,Behavioral: 'Production Outage' - Describe a time you had to debug a critical production outage under pressure.,"Outlined outage impacts, step-by-step triage sequence (mitigate first, root cause second), and post-mortem resolution.","Communicated transparently with stakeholders, stabilized the system using a rollback, and added monitoring checks.","['Behavioral', 'STAR']",Very Common
357,1,Behavioral,Easy,Behavioral: 'Constructive Feedback' - How do you handle negative performance reviews or constructive feedback?,"Listened actively without defensiveness, thanked the peer, and created an actionable improvement roadmap.",Shows maturity and self-awareness. Discussed subsequent performance gains that verified positive changes.,"['Behavioral', 'STAR']",Very Common
358,1,Behavioral,Easy,Behavioral: 'Fast Tech Adoption' - Tell me about a time you had to learn a new technology quickly.,"Faced a project requiring a tech stack outside my domain (e.g. Go). Learned via guides, built prototypes, and shipped code in 2 weeks.",Demonstrates agility and resourcefulness. Highlighted code review support that helped maintain quality bounds.,"['Behavioral', 'STAR']",Common
359,1,Behavioral,Easy,Behavioral: 'Influence Without Authority' - How do you convince peers to adopt a design pattern or tool?,"Built a working MVP to demonstrate performance gains, presented benchmarks, and hosted sharing sessions.",Avoided authoritative demands. Encouraged developer interest by highlighting how the tool simplifies tasks.,"['Behavioral', 'STAR']",Common
360,1,Behavioral,Easy,Behavioral: 'Ambiguous Requirements' - How do you proceed when requirements are vague or ambiguous?,"Identify unknowns, draft assumption logs, and organize alignment sessions with product managers to clarify scope.",Avoided assuming designs blindly. Created small prototypes to confirm product alignment before building core systems.,"['Behavioral', 'STAR']",Common
361,1,Behavioral,Easy,Behavioral: 'Disagree and Commit' - Tell me about a time you disagreed with a manager but committed anyway.,"Expressed concerns with data, but once the manager made a final decision, aligned 100% to execute it successfully.",Prioritizes project delivery over personal ego. Monitored results to address any issues proactively.,"['Behavioral', 'STAR']",Very Common
362,1,Behavioral,Easy,Behavioral: 'Mentoring Teammates' - Describe a situation where you helped a struggling peer.,"Sat with the developer to identify skill blocks, shared debugging guides, and set weekly pair programming reviews.",Maintained encouragement and respect. Tracked the developer's growth into an independent contributor.,"['Behavioral', 'STAR']",Common
363,1,Behavioral,Easy,Behavioral: 'Process Optimization' - Tell me about a process improvement initiative you started.,"Noticed slow manual deployment testing. Built a CI/CD automation script that ran checks concurrently, saving 2 hours per release.",Saves developer time. Emphasizes productivity gains and reducing human verification error rates.,"['Behavioral', 'STAR']",Common
364,1,Behavioral,Easy,Behavioral: 'Tech Debt Tradeoff' - How do you balance tech debt cleanup versus feature delivery?,"Categorize tech debt impact (critical vs minor). Allocate 20% of sprint velocity to code cleanup, tracking metrics.","Communicated technical constraints to product managers, demonstrating how cleanup accelerates future feature delivery.","['Behavioral', 'STAR']",Common
365,1,Behavioral,Easy,Behavioral: 'Missed Deadline' - Tell me about a time you missed a project deadline.,"Communicated delivery slippage early to stakeholders, adjusted scope, and worked systematically to ship the delayed release.",Took full ownership. Outlined post-mortem updates that improved future sprint planning accuracy.,"['Behavioral', 'STAR']",Common
366,1,Behavioral,Easy,Behavioral: 'Challenging Senior Decision' - Describe a time you challenged a senior engineer's architecture.,Noticed a scaling bottleneck in a senior's design. Gathered load test benchmark reports and presented them in a private review.,"Maintained professional respect. Focused strictly on objective data, leading to a collaborative design adjustment.","['Behavioral', 'STAR']",Common
367,1,Behavioral,Easy,Behavioral: 'Diversity Inclusion' - How do you foster a collaborative and inclusive team environment?,"Ensured every member had space to share ideas in reviews, and supported remote colleagues with async logs.","Valued diverse viewpoints, helping build a psychologically safe workspace for engineering reviews.","['Behavioral', 'STAR']",Common
368,1,Behavioral,Easy,Behavioral: 'Low Performing Peer' - How do you deal with a low-performing teammate during deliverables?,"Approached the peer privately to offer help, verified task allocations, and adjusted dependencies to keep projects on track.",Maintained supportive teamwork while ensuring project delivery timelines were met.,"['Behavioral', 'STAR']",Common
369,1,Behavioral,Easy,Behavioral: 'Difficult Feedback' - Describe a time you had to deliver tough feedback to a peer.,"Offered feedback using constructive, actionable, and private structures (e.g. feedback on specific behaviors, not personality).","Maintained peer support, helping them construct an action plan to address the performance gaps.","['Behavioral', 'STAR']",Common
370,1,Behavioral,Easy,Behavioral: 'Launch With Known Bugs' - Have you ever launched a software release with known minor bugs?,"Yes. Checked bug impact severity. The bug had a simple fallback. Documented workarounds, and resolved it in the next patch.",Demonstrates pragmatism. Balances launch delivery dates with system stability thresholds.,"['Behavioral', 'STAR']",Common
371,1,Behavioral,Easy,Behavioral: 'Speed vs Quality' - How do you manage the trade-off between shipping fast and writing perfect code?,"Aim for modular, tested code. Avoid over-engineering. Build simple designs first and iterate.",Prioritizes delivering functional value while maintaining solid unit test boundaries to prevent regressions.,"['Behavioral', 'STAR']",Common
372,1,Behavioral,Easy,Behavioral: 'Cross Functional Work' - Describe a time you worked with product and design teams to ship a feature.,Coordinates API requirements with designers and product managers to map user profiles to code boundaries.,"Ensured clean interface definitions, leading to a smooth frontend-backend integration release.","['Behavioral', 'STAR']",Common
373,1,Behavioral,Easy,Behavioral: 'Midway Change Direction' - How do you adapt when requirements change halfway through a release?,"Assessed code impacts, reprioritized backlog items, and updated sprint boards to align developers.","Maintained developer momentum, adjusting code architectures to support the new product specifications.","['Behavioral', 'STAR']",Common
374,1,Behavioral,Easy,Behavioral: 'Proactive Bottleneck' - Tell me about a time you proactively fixed a system bottleneck.,"Noticed slow queries in logs. Analyzed tables using EXPLAIN, added indexes, and cached results, lowering DB load by 30%.",Prevents production outages. Shows operational excellence and monitoring initiative.,"['Behavioral', 'STAR']",Common
375,1,Behavioral,Easy,Behavioral: 'Explain Tech NonTech' - How do you explain a complex API architecture to a non-technical manager?,"Avoided code jargon. Used visual real-world analogies (e.g., mail routing for message queues) and focused on business outcomes.","Helped align business stakeholders, obtaining support for technical migrations.","['Behavioral', 'STAR']",Common
376,1,Behavioral,Easy,Behavioral: 'Team Communication Breakdown' - Describe a time you resolved a communication breakdown in a team.,"Noticed conflicting code updates. Organized a alignment sweep, clarified ownership of services, and updated API docs.","Aligned developers, reducing release blockages and improving team integration.","['Behavioral', 'STAR']",Common
377,1,Behavioral,Easy,Behavioral: 'Out of Domain Ownership' - Tell me about a time you took ownership of a service outside your team's domain.,"Noticed a critical service failing. Cloned repo, debugged logs, found thread leak, and pushed patch to help owner team.",Demonstrates leadership and bias for action. Prioritizes global system health over localized scope.,"['Behavioral', 'STAR']",Common
378,1,Behavioral,Easy,Behavioral: 'Admitting Mistake' - Describe a time you admitted a mistake to your manager.,"Accidentally ran query locking table. Cancelled process immediately, reported issue to manager, and drafted post-mortem.",Shows integrity and transparency. Helped database team restrict direct query permissions in prod.,"['Behavioral', 'STAR']",Common
379,1,Behavioral,Easy,Behavioral: 'Advocating Migration' - How did you convince your team to migrate to a new framework?,"Compiled scaling limits of old framework, ran local microservice POCs in new framework, and showed response times comparisons.","Led to an approved migration plan, resulting in 2x throughput gains and cleaner codebases.","['Behavioral', 'STAR']",Common
380,1,Behavioral,Easy,Behavioral: 'Tedious Project Phases' - How do you stay motivated during tedious code migration tasks?,"Set small milestone targets, automated boring parsing steps, and kept team focused on final system health benefits.","Maintained consistent output, completing migrations within scheduled deadlines.","['Behavioral', 'STAR']",Common
381,1,Behavioral,Easy,Behavioral: 'Defining Success Metrics' - How do you define success metrics for code you write?,"Calculate execution latency, error rates, CPU overhead, and coverage. Align code with business KPIs.",Ensures operational visibility. Allows tracking feature performance in dashboard logs.,"['Behavioral', 'STAR']",Common
382,1,Behavioral,Easy,Behavioral: 'Work Life Integration' - How do you manage high-stress releases without burning out?,"Prioritize tasks, delegate items, limit overtime to emergencies, and set clean boundaries for offline recharge.",Maintained long-term productivity and positive team morale during high-intensity projects.,"['Behavioral', 'STAR']",Common
383,1,Behavioral,Easy,Behavioral: 'External Collaboration' - Describe a time you collaborated outside your team to clear a roadblock.,"Hit a block on database security settings. Contacted DBA team directly, analyzed logs together, and resolved configurations in an hour.",Avoided waiting on ticket queues. Emphasizes active communication and collaboration.,"['Behavioral', 'STAR']",Common
384,1,Behavioral,Easy,Behavioral: 'Growth From Review' - Tell me about an improvement you made based on performance feedback.,"Received feedback on presenting designs. Attended sharing sweeps, learned communication layouts, and improved slides.","Led to clean design approvals on subsequent projects, with positive feedback from reviewers.","['Behavioral', 'STAR']",Common
385,1,Behavioral,Easy,Behavioral: 'Saying No' - Describe a time you had to say 'No' to a product request.,Product requested real-time reports query in OLTP database. Explained database lock risks and suggested async exports instead.,Maintained system stability. Collaborated to construct a safe reporting pipeline.,"['Behavioral', 'STAR']",Common
386,1,Behavioral,Easy,Behavioral: 'Champion Clean Code' - How do you champion refactoring practices in a team?,"Defined formatting rules, highlighted tech debt issues in code reviews, and held workshops on clean design patterns.","Improved code quality metrics, reducing onboarding friction for new developers.","['Behavioral', 'STAR']",Common
387,1,Behavioral,Easy,Behavioral: 'Internal Developer Tool' - Describe a helper tool you created for other developers.,Created local database mock docker containers to help developers test query flows locally without shared sandboxes.,"Improved local testing speeds, saving 30 minutes of setup time per developer.","['Behavioral', 'STAR']",Common
388,1,Behavioral,Easy,Behavioral: 'Adapting Reorganization' - How did you handle a major organizational restructure?,"Aligned with new team leads, audited existing projects, and updated backlogs to fit new team deliverables.","Maintained delivery momentum, adapting to new processes with positivity.","['Behavioral', 'STAR']",Common
389,1,Behavioral,Easy,Behavioral: 'Release Blockage Calm' - Describe a time you handled a critical release blockage with calm leadership.,"Found a severe bug on release day. Halted deployment, coordinated team to isolate bug, and pushed a patch in 20 minutes.",Avoided panic. Kept stakeholders aligned and system stable.,"['Behavioral', 'STAR']",Common
390,1,Behavioral,Easy,Behavioral: 'Continuous Learning' - How do you keep your technical skills updated?,"Follow system design blogs, build prototype apps in new versions (e.g. Java 21), and read technical books.","Brings modern, optimized patterns into production systems (e.g. adopting virtual threads).","['Behavioral', 'STAR']",Common
